step,loss/value_loss
2000,5844033.067700174
4000,13329349.348810975
6000,7810742.400610124
8000,4910485.910369242
10000,4688535.518661766
12000,12042196.865680821
14000,4277281.562011819
16000,7565342.440083754
18000,9056770.908837939
20000,4488711.9916553665
22000,6128709.881985953
24000,16606185.167622909
26000,7591978.588375071
28000,1789267.2944589474
30000,48735194.15889998
32000,314980.7832031073
34000,4629777.008459219
36000,3998599.508382888
38000,5341264.081915474
40000,1323876.6625862303
42000,9642540.761851335
44000,3451222.1638629674
46000,5848855.225464227
48000,3470872.7530757464
50000,1170831.111574572
52000,9997354.722678797
54000,2846591.827981199
56000,2322824.8917310326
58000,2615758.494219021
60000,524655.2707307921
62000,247649.69510052624
64000,1837437.4695898532
66000,4230371.230141089
68000,691827.1520679273
70000,441615.59511149314
72000,1549668.773321264
74000,531082.4328590579
76000,988656.7512855273
78000,4509723.418262031
80000,571507.0449217083
82000,3330875.690056886
84000,1641906.157113073
86000,1770154.0348181636
88000,6198898.337228822
90000,2707305.537932369
92000,7238885.974936517
94000,4426108.753354675
96000,153345.869527606
98000,881658.5128713755
100000,2456682.8364721118
