step,loss/approx_kl
2000,-0.007293253485113382
4000,0.006071445827061932
6000,-0.06266246971984704
8000,-0.010876562454116842
10000,-0.03535127612606933
12000,-0.03388733157577614
14000,-0.049030798037226
16000,-0.05258966397959739
18000,-0.047699905931949615
20000,-0.008704638721731802
22000,-0.005632019236994286
24000,-0.034743371745571495
26000,-0.024226866926377016
28000,0.025101150836174684
30000,0.1096660930973788
32000,-0.022116190063146253
34000,-0.001996835755805172
36000,-0.026189945444154244
38000,-0.06870674219292898
40000,-0.03299758185166866
42000,-0.03165182200415681
44000,-0.030818502046167852
46000,-0.016087720473296943
48000,-0.00793603830970824
50000,-0.021025461765627067
52000,-0.01226294656128933
54000,-0.0033648978375519314
56000,-0.019728516368195413
58000,-0.02009652582152436
60000,-0.02075190076138824
62000,-0.010993121867068112
64000,-0.007701835191498201
66000,0.006564737328638633
68000,-0.007348144799470902
70000,-0.010866041233142217
72000,-0.027942040166817606
74000,-0.009000170114450158
76000,0.011077491139682632
78000,-0.007198813953436911
80000,-0.010693425848148762
82000,-0.017590715448992947
84000,0.004052795073948801
86000,0.0008205289952456952
88000,-0.0058268965765212975
90000,-0.03923214190484335
92000,-0.0198100996358941
94000,-0.007304892564813295
96000,-0.009941866489437718
98000,0.016985789399283628
100000,0.007824097046007712
