step,stat/ep_return
2000,5.411877170562908
4000,5.377348025282908
6000,9.264378226222005
8000,10.336584741393594
10000,14.421020781825945
12000,10.514863662487382
14000,12.632709958203845
16000,10.069882833669212
18000,16.29945581617664
20000,15.82810820791926
22000,8.392896953547583
24000,10.894516443620224
26000,15.945895944418652
28000,20.75255380338183
30000,15.522380974951364
32000,17.742894604471044
34000,15.211863490825788
36000,13.746996415588907
38000,25.22503354543235
40000,12.24656178956739
42000,25.516449517040304
44000,10.116324745675431
46000,8.976755252788317
48000,11.898380983970611
50000,18.938989419987344
52000,18.57509292146561
54000,25.291219259705034
56000,11.821909675174703
58000,18.181501279628606
60000,31.953727052335825
62000,29.568965736796038
64000,25.12450022810572
66000,15.045178105440039
68000,27.868889284326418
70000,23.336615560859336
72000,21.090540961317515
74000,16.862550816965054
76000,24.310983029621013
78000,39.05323865732976
80000,28.645165876862784
82000,26.76841261404756
84000,46.3522180764074
86000,35.089420832596446
88000,34.11410652559242
90000,45.92841460910907
92000,37.80079374252427
94000,32.51400436740886
96000,37.19423445703678
98000,23.258879452548555
100000,30.25999386250472
