step,adv_reward/adv_reward_scaled_max
2000,100.0
4000,100.0
6000,100.0
8000,100.0
10000,100.0
12000,-95.39869689941406
14000,100.0
16000,-0.5044159889221191
18000,-95.47635650634766
20000,100.0
22000,100.0
24000,-97.62747955322266
26000,100.0
28000,73.95487976074219
30000,100.0
32000,100.0
34000,100.0
36000,99.99996948242188
38000,100.0
40000,100.0
42000,100.0
44000,100.0
46000,100.0
48000,100.0
50000,100.0
52000,100.0
54000,100.0
56000,99.99846649169922
58000,100.0
60000,100.0
62000,36.69072723388672
64000,-13.63435173034668
66000,99.98111724853516
68000,-86.5076904296875
70000,100.0
72000,100.0
74000,-97.28335571289062
76000,100.0
78000,-88.34017944335938
80000,100.0
82000,100.0
84000,100.0
86000,100.0
88000,99.99998474121094
90000,-95.3541030883789
92000,-92.94418334960938
94000,100.0
96000,100.0
98000,-39.536563873291016
100000,100.0
