step,adv_reward/adv_reward_scaled_mean
2000,50.0
4000,100.0
6000,100.0
8000,100.0
10000,100.0
12000,-97.64237976074219
14000,100.0
16000,-67.7049560546875
18000,-97.23829650878906
20000,100.0
22000,99.99382019042969
24000,-98.42145538330078
26000,100.0
28000,-8.053655624389648
30000,100.0
32000,100.0
34000,50.0
36000,99.9996109008789
38000,100.0
40000,100.0
42000,100.0
44000,49.98410415649414
46000,100.0
48000,100.0
50000,100.0
52000,100.0
54000,100.0
56000,99.97817993164062
58000,100.0
60000,100.0
62000,-63.75422668457031
64000,-77.64091491699219
66000,98.6817626953125
68000,-94.78914642333984
70000,100.0
72000,100.0
74000,-98.59046936035156
76000,100.0
78000,-94.68091583251953
80000,100.0
82000,100.0
84000,100.0
86000,50.0
88000,99.96189880371094
90000,-98.15474700927734
92000,-97.12887573242188
94000,100.0
96000,100.0
98000,-83.33048248291016
100000,100.0
