step,adv_reward/adv_reward_scaled_min
2000,-100.0
4000,100.0
6000,100.0
8000,100.0
10000,100.0
12000,-99.98844909667969
14000,100.0
16000,-97.71434020996094
18000,-98.96080780029297
20000,100.0
22000,99.9793930053711
24000,-98.97127532958984
26000,100.0
28000,-99.53560638427734
30000,100.0
32000,100.0
34000,-100.0
36000,99.99854278564453
38000,100.0
40000,100.0
42000,100.0
44000,-100.0
46000,100.0
48000,100.0
50000,100.0
52000,100.0
54000,100.0
56000,99.95027160644531
58000,100.0
60000,100.0
62000,-99.98723602294922
64000,-99.98384094238281
66000,94.79061889648438
68000,-98.27676391601562
70000,100.0
72000,100.0
74000,-99.97083282470703
76000,100.0
78000,-98.75154113769531
80000,100.0
82000,100.0
84000,100.0
86000,-100.0
88000,99.85108947753906
90000,-99.97628784179688
92000,-99.0494155883789
94000,100.0
96000,100.0
98000,-98.49617767333984
100000,100.0
