step,adv_reward/adv_reward_scaled_mean
2000,100.0
4000,100.0
6000,100.0
8000,99.99929809570312
10000,99.980224609375
12000,100.0
14000,100.0
16000,-10.582375526428223
18000,100.0
20000,97.76497650146484
22000,100.0
24000,100.0
26000,88.87264251708984
28000,50.00008010864258
30000,-64.11941528320312
32000,100.0
34000,100.0
36000,100.0
38000,99.90127563476562
40000,-72.3005599975586
42000,100.0
44000,100.0
46000,100.0
48000,100.0
50000,100.0
52000,50.00008010864258
54000,100.0
56000,99.9929428100586
58000,100.0
60000,100.0
62000,100.0
64000,100.0
66000,100.0
68000,99.99309539794922
70000,100.0
72000,100.0
74000,99.9988784790039
76000,100.0
78000,100.0
80000,100.0
82000,100.0
84000,100.0
86000,49.96190643310547
88000,100.0
90000,100.0
92000,100.0
94000,50.00008010864258
96000,100.0
98000,50.00008010864258
100000,100.0
