step,adv_reward/adv_reward_raw_mean
2000,146.74591064453125
4000,291.554443359375
6000,311.7518615722656
8000,95.82921600341797
10000,70.21754455566406
12000,211.9003143310547
14000,353.8718566894531
16000,-1.932328701019287
18000,227.8712158203125
20000,45.29400634765625
22000,157.45016479492188
24000,175.18063354492188
26000,23.711328506469727
28000,125.05690002441406
30000,-12.585294723510742
32000,185.9072265625
34000,229.83995056152344
36000,172.41876220703125
38000,60.63533020019531
40000,-14.753552436828613
42000,154.62356567382812
44000,197.22401428222656
46000,444.89630126953125
48000,546.1626586914062
50000,276.4798583984375
52000,257.9657897949219
54000,441.7366638183594
56000,91.41863250732422
58000,447.0005798339844
60000,550.5499267578125
62000,534.8489990234375
64000,472.758544921875
66000,380.93170166015625
68000,85.0777587890625
70000,722.4229736328125
72000,684.7345581054688
74000,108.34585571289062
76000,439.3897399902344
78000,651.0177612304688
80000,325.4612731933594
82000,217.1617431640625
84000,671.4464111328125
86000,28.930980682373047
88000,370.0924987792969
90000,276.8465881347656
92000,294.1684265136719
94000,216.95120239257812
96000,681.1884155273438
98000,174.58688354492188
100000,485.7248840332031
