step,adv_reward/adv_reward_scaled_min
10000,13.653059959411621
20000,9.7338228225708
30000,9.7926664352417
40000,9.757843017578125
50000,12.63910961151123
60000,13.755219459533691
70000,13.054502487182617
80000,9.720678329467773
90000,11.985212326049805
100000,12.210345268249512
110000,13.596745491027832
120000,11.793947219848633
130000,11.067544937133789
140000,16.382139205932617
150000,6.547005653381348
160000,11.649795532226562
170000,10.906387329101562
180000,13.439790725708008
190000,12.575181007385254
200000,16.70879364013672
210000,9.914578437805176
220000,13.142212867736816
230000,13.687877655029297
240000,22.593477249145508
250000,10.830158233642578
260000,13.028852462768555
270000,74.68233489990234
280000,11.062973022460938
290000,80.93733978271484
300000,76.74819946289062
310000,12.25671672821045
320000,15.811372756958008
330000,7.346988677978516
340000,15.270543098449707
350000,10.068462371826172
360000,11.898713111877441
370000,24.406877517700195
380000,13.575790405273438
390000,71.9712142944336
400000,11.051048278808594
410000,32.7983512878418
420000,14.4413480758667
430000,33.60667037963867
440000,13.82926082611084
450000,13.342432975769043
460000,14.37982177734375
470000,12.30920696258545
480000,14.138331413269043
490000,13.274989128112793
500000,12.05634593963623
