step,loss/policy_loss
10000,0.15376409614383868
20000,0.226919713375131
30000,0.3010983472966774
40000,0.052117695485257395
50000,0.09470544345921719
60000,0.044859665624938906
70000,0.17919199383324097
80000,0.05577004295015954
90000,0.1628671476923835
100000,0.046575121768789106
110000,0.19939653131375984
120000,0.07112456697966171
130000,0.08257327331708232
140000,0.054614741302136526
150000,0.10218961671184106
160000,0.05224681084331263
170000,0.06664038957200068
180000,0.09769722656456394
190000,0.07025443302726772
200000,0.1245522069423141
210000,0.14317196665920823
220000,0.11508600574823458
230000,0.11950900776983571
240000,0.10450090402350701
250000,0.037637773668571475
260000,0.03528336603182204
270000,0.09183765223841123
280000,0.11285045771750613
290000,0.08766536883447686
300000,0.1681615449644096
310000,0.07654841028860375
320000,0.025615569798510214
330000,0.04326068248166245
340000,0.12078337700249542
350000,0.5397100865408002
360000,0.06870425723838502
370000,0.227845780646665
380000,0.06129042095962382
390000,0.3375230228067609
400000,0.0529260892540674
410000,0.10055646078804319
420000,0.03005613509088224
430000,0.0910414369813841
440000,0.08827095829728189
450000,0.08674241396236469
460000,0.14558743876057137
470000,0.20142375552571762
480000,0.1234623539797455
490000,0.05812715012767176
500000,0.15227192773650924
