step,stat/ep_reward
2000,0.4550528523314732
4000,0.35627725897778306
6000,0.36192801293903865
8000,0.46589395851281645
10000,0.32864643833352053
12000,0.33530939469442195
14000,0.3407188453617411
16000,0.3244492201753183
18000,0.40059557631143045
20000,0.353426467678457
22000,0.29315714716820973
24000,0.35892305112665523
26000,0.2720314247580976
28000,0.2807237967348265
30000,0.27584442707319073
32000,0.40103967292822207
34000,0.3287326618108265
36000,0.3525277391669131
38000,0.2947032804474498
40000,0.3112153926750837
42000,0.34314221625140107
44000,0.22782811850633874
46000,0.21769599514734495
48000,0.3279603361666038
50000,0.22016583498661063
52000,0.2313459125425962
54000,0.3128764931628485
56000,0.20952774084656825
58000,0.24846328910833107
60000,0.23102765964020552
62000,0.19891576907297057
64000,0.2465328637395578
66000,0.28285566384378746
68000,0.21605987540021646
70000,0.30291712354767436
72000,0.2685564271331731
74000,0.2837835534157648
76000,0.1631649782263948
78000,0.3239254848312979
80000,0.18996455492559888
82000,0.20099165105798714
84000,0.27016531621140555
86000,0.2752549208742061
88000,0.2559068860398851
90000,0.24926271105570136
92000,0.24849889817685572
94000,0.22250741409458455
96000,0.19729580918242937
98000,0.1966803910728394
100000,0.25672590099580167
