step,adv_reward/adv_reward_scaled_max
2000,99.99947357177734
4000,99.9999771118164
6000,99.99999237060547
8000,99.931640625
10000,99.53797912597656
12000,100.0
14000,100.0
16000,48.67534637451172
18000,99.99956512451172
20000,-0.8717412948608398
22000,100.0
24000,100.0
26000,99.99961853027344
28000,98.80396270751953
30000,-23.521751403808594
32000,99.9836196899414
34000,99.99247741699219
36000,-24.29669952392578
38000,99.95755767822266
40000,82.69190979003906
42000,99.9999008178711
44000,-5.555832386016846
46000,77.27177429199219
48000,99.99993896484375
50000,99.98480224609375
52000,46.441314697265625
54000,39.06845474243164
56000,99.99934387207031
58000,99.99956512451172
60000,99.72420501708984
62000,99.66653442382812
64000,98.45429229736328
66000,-28.031904220581055
68000,98.72241973876953
70000,99.99999237060547
72000,-24.96630096435547
74000,99.99626922607422
76000,98.53851318359375
78000,-23.36847496032715
80000,99.9999771118164
82000,99.99994659423828
84000,-27.990432739257812
86000,-26.840030670166016
88000,99.99917602539062
90000,99.96817779541016
92000,99.99998474121094
94000,100.0
96000,99.99969482421875
98000,99.97574615478516
100000,99.99629211425781
