step,adv_reward/adv_reward_scaled_min
2000,1.0515724420547485
4000,16.207115173339844
6000,210.8911895751953
8000,80.920654296875
10000,186.8455047607422
12000,410.41259765625
14000,334.35162353515625
16000,30.458059310913086
18000,515.1256713867188
20000,1.0515724420547485
22000,10.282234191894531
24000,279.9173889160156
26000,144.3199005126953
28000,30.770469665527344
30000,163.40481567382812
32000,177.44886779785156
34000,15.280318260192871
36000,11.767786026000977
38000,16.514129638671875
40000,95.12362670898438
42000,11.043268203735352
44000,204.49009704589844
46000,15.500597953796387
48000,15.03236198425293
50000,11.020264625549316
52000,11.2433443069458
54000,11.703008651733398
56000,14.952960968017578
58000,16.535934448242188
60000,15.61926555633545
62000,11.941239356994629
64000,119.03254699707031
66000,15.256725311279297
68000,11.079204559326172
70000,115.53821563720703
72000,268.43621826171875
74000,16.15325164794922
76000,74.57195281982422
78000,129.06057739257812
80000,15.514034271240234
82000,438.2099304199219
84000,15.097658157348633
86000,772.5569458007812
88000,443.5342712402344
90000,15.66917610168457
92000,15.346385955810547
94000,15.28042221069336
96000,165.73020935058594
98000,12.037480354309082
100000,15.196248054504395
