step,adv_reward/adv_reward_raw_min
2000,-100.0
4000,-10.004915237426758
6000,210.86460876464844
8000,78.82781982421875
10000,186.7862548828125
12000,410.4125671386719
14000,334.3511962890625
16000,16.961198806762695
18000,515.1256713867188
20000,-100.0
22000,-26.835580825805664
24000,279.91473388671875
26000,144.07461547851562
28000,17.44966697692871
30000,163.27523803710938
32000,177.3677978515625
34000,-12.275203704833984
36000,-21.998966217041016
38000,-9.274545669555664
40000,93.83732604980469
42000,-24.29046630859375
44000,204.45721435546875
46000,-11.726297378540039
48000,-12.900383949279785
50000,-24.3652286529541
52000,-23.645591735839844
54000,-22.19905662536621
56000,-13.10225772857666
58000,-9.223062515258789
60000,-11.433062553405762
62000,-21.467578887939453
64000,118.45963287353516
66000,-12.334352493286133
68000,-24.173933029174805
70000,114.89376831054688
72000,268.43231201171875
74000,-10.134126663208008
76000,71.9638671875
78000,128.6515655517578
80000,-11.693009376525879
82000,438.2099304199219
84000,-12.7349853515625
86000,772.5569458007812
88000,443.53424072265625
90000,-11.310236930847168
92000,-12.109940528869629
94000,-12.274942398071289
96000,165.61032104492188
98000,-21.175445556640625
100000,-12.486292839050293
