step,loss/approx_kl
2000,-0.06812512136530131
4000,-0.023044678103178735
6000,-0.10123937310806164
8000,-0.03737382323015481
10000,-0.08484744889040788
12000,0.03438418830434481
14000,-0.049659534768822296
16000,-0.07297922493113826
18000,-0.0289148306241259
20000,-0.061472807987593116
22000,-0.02578170914202929
24000,-0.04504061532982936
26000,-0.06035571583391477
28000,-0.020519638628078006
30000,0.21708476698646942
32000,0.2457819397250811
34000,0.13928396288926403
36000,0.3057557155067722
38000,0.09553531673736872
40000,-0.06499101899098605
42000,-0.06570142300333828
44000,0.13257947241266566
46000,0.11738956551998851
48000,0.27620914503932
50000,0.19234400571634375
52000,0.24971655110518137
54000,0.330953844388326
56000,0.3202803527315458
58000,0.24493652197221913
60000,0.34124632403254507
62000,0.3394064880907536
64000,0.19301973873128492
66000,0.35567255864540737
68000,0.29601362993319824
70000,0.13392636415859066
72000,0.26355332471430304
74000,0.20517015419900417
76000,0.2148452317963044
78000,0.30106455634037654
80000,0.28638155137499177
82000,0.25295574553310873
84000,0.30994776089986165
86000,0.26868934705853464
88000,0.19070431056121986
90000,0.29069300095240275
92000,0.2733103262881438
94000,0.17617300258328517
96000,0.09226701979835829
98000,-0.069220464102303
100000,-0.03716187305593242
