step,loss/approx_kl
2000,-0.05905484656492869
4000,-0.033008479691731436
6000,-0.09747270106648406
8000,0.04972526549051205
10000,-0.08335805704506735
12000,-0.049321326737602554
14000,-0.06513585137048115
16000,-0.06704693794405708
18000,-0.05231013561133295
20000,-0.06494656985159963
22000,-0.02967502409592271
24000,-0.04213601674418897
26000,-0.061436325544491424
28000,-0.0179680735959361
30000,0.2584628978123268
32000,0.18395201843231918
34000,0.11294804882879057
36000,0.04694064722085993
38000,-0.038781400738904875
40000,-0.05365766171210755
42000,-0.07784784197962533
44000,0.013287747542684275
46000,-0.04835213142602394
48000,-0.035032403321626285
50000,-0.03847517569083721
52000,-0.04313402084323266
54000,-0.00015743206410358355
56000,-0.051286012244721256
58000,-0.0850305562838912
60000,-0.06552248326285431
62000,-0.046349399319539464
64000,-0.04606164276289443
66000,-0.01935359708343943
68000,-0.02403041382009784
70000,-0.019105726053627828
72000,-0.05609948153917989
74000,-0.05916663821165761
76000,-0.021093333885073662
78000,-0.028128062444739043
80000,-0.0376978752668947
82000,-0.053704845222334076
84000,-0.03855602762972315
86000,-0.07355040734012921
88000,-0.00929383144248277
90000,-0.025589728526150185
92000,-0.028356422530487174
94000,-0.07255760015298923
96000,-0.05852963839812826
98000,0.06134791079287728
100000,-0.03956246249532948
