step,loss/value_loss
2000,464925.2533921442
4000,1015900.257646412
6000,2148747.593102038
8000,668370.1702637465
10000,1100642.0578616331
12000,1128884.878667219
14000,823966.1293161685
16000,1241799.6913439678
18000,619862.0919708873
20000,638559.0017332183
22000,458880.9710880939
24000,1060089.2812558948
26000,571041.0862787787
28000,451789.00951345294
30000,2392508.2446958497
32000,1156018.1340924338
34000,1709012.006659232
36000,2364482.9740420966
38000,713437.7749377232
40000,424022.1189947007
42000,2570247.5266192984
44000,700251.4996397157
46000,777599.6169364605
48000,540417.9115119905
50000,344496.1394882797
52000,510029.02070929983
54000,1221740.7619434043
56000,488143.5334464953
58000,832999.6900711486
60000,294009.0811347141
62000,627934.6550523097
64000,241961.49888583706
66000,680154.8766167064
68000,232982.88758451748
70000,119023.84801591598
72000,1412111.6459970141
74000,452947.82561365573
76000,295347.0685686896
78000,1074440.5719553311
80000,279301.0345033236
82000,385803.80407291435
84000,72216.18094150456
86000,598335.5291484797
88000,990610.5021877674
90000,740092.4814573417
92000,439130.50987482705
94000,1018887.6354856726
96000,1195845.701559926
98000,179860.91566223511
100000,351585.5644323366
