step,adv_reward/adv_reward_scaled_mean
2000,-1.8596382141113281
4000,75.00273132324219
6000,36.48171615600586
8000,31.55422592163086
10000,52.101470947265625
12000,10.291669845581055
14000,64.97701263427734
16000,34.65137481689453
18000,26.112024307250977
20000,66.93712615966797
22000,52.20130920410156
24000,-29.509517669677734
26000,54.0346794128418
28000,71.7528076171875
30000,12.451115608215332
32000,51.40394592285156
34000,63.63555908203125
36000,16.04874610900879
38000,11.200784683227539
40000,55.86952590942383
42000,13.982817649841309
44000,36.362464904785156
46000,19.49179458618164
48000,27.543594360351562
50000,75.38567352294922
52000,49.668914794921875
54000,9.886682510375977
56000,9.50281047821045
58000,41.52309799194336
60000,31.584701538085938
62000,66.60611724853516
64000,8.608681678771973
66000,28.3917236328125
68000,58.097679138183594
70000,45.181800842285156
72000,28.43271255493164
74000,60.564002990722656
76000,19.893901824951172
78000,30.247173309326172
80000,53.9439811706543
82000,63.60992431640625
84000,15.01412582397461
86000,49.67116928100586
88000,57.24368667602539
90000,37.97206115722656
92000,68.04365539550781
94000,38.179779052734375
96000,-30.094432830810547
98000,52.97969055175781
100000,33.737003326416016
