step,adv_reward/adv_reward_scaled_min
2000,11.416399002075195
4000,10.812310218811035
6000,12.57252025604248
8000,10.392875671386719
10000,11.109932899475098
12000,6.428790092468262
14000,9.54093074798584
16000,11.01236629486084
18000,6.579056739807129
20000,9.540382385253906
22000,0.019077369943261147
24000,7.126217842102051
26000,5.292723178863525
28000,5.367712020874023
30000,7.348400115966797
32000,6.372300624847412
34000,5.436854839324951
36000,7.3022871017456055
38000,5.729670524597168
40000,5.513906002044678
42000,7.246838569641113
44000,10.404739379882812
46000,11.490713119506836
48000,11.528311729431152
50000,11.813389778137207
52000,12.879199028015137
54000,7.2254838943481445
56000,12.923233985900879
58000,11.494804382324219
60000,11.670255661010742
62000,7.009814739227295
64000,0.019077369943261147
66000,6.547455787658691
68000,12.621500968933105
70000,6.712567329406738
72000,11.674601554870605
74000,12.83714771270752
76000,12.453144073486328
78000,11.604515075683594
80000,12.772547721862793
82000,12.746827125549316
84000,12.102434158325195
86000,7.059814453125
88000,13.192706108093262
90000,7.3556647300720215
92000,6.607381820678711
94000,6.691976547241211
96000,12.569435119628906
98000,12.26427173614502
100000,12.199736595153809
