step,adv_reward/adv_reward_scaled_max
2000,22.060482025146484
4000,50.06769561767578
6000,15.018561363220215
8000,38.29397964477539
10000,23.696435928344727
12000,13.516014099121094
14000,52.21821975708008
16000,38.63514709472656
18000,13.881282806396484
20000,34.55629348754883
22000,24.761215209960938
24000,14.510503768920898
26000,21.95486068725586
28000,36.72749710083008
30000,14.52547550201416
32000,21.048646926879883
34000,40.659751892089844
36000,14.19589900970459
38000,41.162994384765625
40000,37.94082260131836
42000,13.138691902160645
44000,52.946197509765625
46000,52.5469856262207
48000,13.827861785888672
50000,17.599163055419922
52000,29.256078720092773
54000,15.127370834350586
56000,14.511350631713867
58000,13.644707679748535
60000,14.412459373474121
62000,14.186002731323242
64000,13.531009674072266
66000,14.239449501037598
68000,14.986114501953125
70000,14.46700382232666
72000,13.086806297302246
74000,14.271203994750977
76000,17.7390193939209
78000,12.818693161010742
80000,17.229019165039062
82000,14.295463562011719
84000,14.131143569946289
86000,18.149404525756836
88000,16.178958892822266
90000,13.15866756439209
92000,17.132463455200195
94000,13.698481559753418
96000,14.735002517700195
98000,13.513973236083984
100000,13.813653945922852
