step,adv_reward/adv_reward_raw_min
2000,1.9735170602798462
4000,0.8190262317657471
6000,4.074746131896973
8000,-0.008665566332638264
10000,1.3931165933609009
12000,-9.37993335723877
14000,-1.7644098997116089
16000,1.2060794830322266
18000,-8.952813148498535
20000,-1.7655752897262573
22000,-100.0
24000,-7.460134506225586
26000,-12.901664733886719
28000,-12.650922775268555
30000,-6.87961483001709
32000,-9.542569160461426
34000,-12.422294616699219
36000,-6.998966217041016
38000,-11.479965209960938
40000,-12.170342445373535
42000,-7.143257141113281
44000,0.015059792436659336
46000,2.112682580947876
48000,2.182863235473633
50000,2.710118055343628
52000,4.6110124588012695
54000,-7.199056625366211
56000,4.687346458435059
58000,2.1203250885009766
60000,2.4464545249938965
62000,-7.769930839538574
64000,-100.0
66000,-9.041984558105469
68000,4.160948276519775
70000,-8.579792976379395
72000,2.454491138458252
74000,4.537962913513184
76000,3.8637490272521973
78000,2.324638843536377
80000,4.4254469871521
82000,4.380549430847168
84000,3.236236333847046
86000,-7.63637113571167
88000,5.150949001312256
90000,-6.860866069793701
92000,-8.873173713684082
94000,-8.636935234069824
96000,4.069308757781982
98000,3.5272469520568848
100000,3.411501169204712
