step,adv_reward/adv_reward_raw_max
10000,8.608715057373047
20000,1.673341155052185
30000,1.8177725076675415
40000,3.979083776473999
50000,9.728206634521484
60000,8.063819885253906
70000,10.093332290649414
80000,3.1297426223754883
90000,8.69723129272461
100000,8.012895584106445
110000,10.085576057434082
120000,4.615854740142822
130000,3.6615591049194336
140000,3.5587029457092285
150000,2.5335850715637207
160000,0.8349790573120117
170000,7.715724945068359
180000,7.607135772705078
190000,16.91204261779785
200000,1.5084140300750732
210000,6.3134260177612305
220000,9.480270385742188
230000,10.790260314941406
240000,9.122118949890137
250000,3.3637216091156006
260000,16.37961196899414
270000,15.052922248840332
280000,16.672666549682617
290000,2.3268749713897705
300000,4.66874361038208
310000,6.311448574066162
320000,72.16495513916016
330000,7.8848700523376465
340000,3.3571674823760986
350000,2.560452461242676
360000,8.823274612426758
370000,77.66709899902344
380000,4.9190473556518555
390000,11.11800479888916
400000,6.00645637512207
410000,4.249941349029541
420000,79.38847351074219
430000,7.806981086730957
440000,10.141927719116211
450000,6.224064826965332
460000,12.891528129577637
470000,6.690072059631348
480000,5.789883613586426
490000,11.564571380615234
500000,7.842624187469482
