step,stat/ep_reward
2000,0.4315082614310941
4000,0.39488133173612017
6000,0.31263004060039395
8000,0.36696720060961446
10000,0.3877973971497177
12000,0.31855617172788675
14000,0.32339304805400054
16000,0.28769824903426383
18000,0.34980519529359794
20000,0.34521800109955586
22000,0.24373639982844814
24000,0.2566916553447441
26000,0.24954174982739552
28000,0.38596566925671133
30000,0.32902437832272363
32000,0.39971563354917683
34000,0.3693640218006203
36000,0.33227325159503296
38000,0.4434501127915925
40000,0.3925837022590819
42000,0.2961553164165961
44000,0.3509912452831028
46000,0.32369620940904636
48000,0.378454251687736
50000,0.3947284798023978
52000,0.43284074455870225
54000,0.3989096659871126
56000,0.3707077688120317
58000,0.33120628434929544
60000,0.34838408709086865
62000,0.32041289167487996
64000,0.26425322968167964
66000,0.27278351111567345
68000,0.24773390133135456
70000,0.2965821135956933
72000,0.3293255991276213
74000,0.2525700270121128
76000,0.2851354059363047
78000,0.26699436160253487
80000,0.21267681618379247
82000,0.1891927040137169
84000,0.235208258053161
86000,0.1910088082157087
88000,0.2256265693918989
90000,0.2610260595471881
92000,0.29193868407551543
94000,0.2531017819700869
96000,0.30423010685726737
98000,0.3600229770814767
100000,0.23296314404090018
