step,adv_reward/adv_reward_raw_min
10000,4.955260276794434
20000,1.2297297716140747
30000,1.082662582397461
40000,3.2753677368164062
50000,7.3935394287109375
60000,3.6089115142822266
70000,5.876547813415527
80000,1.803179144859314
90000,7.297308444976807
100000,4.767807960510254
110000,7.739295482635498
120000,2.6691999435424805
130000,-8.513964653015137
140000,10.727385520935059
150000,4.185373783111572
160000,-0.8663172125816345
170000,7.518632888793945
180000,25.158037185668945
190000,7.136508941650391
200000,2.26578426361084
210000,9.075838088989258
220000,8.551313400268555
230000,1.8030983209609985
240000,73.92120361328125
250000,2.7526750564575195
260000,6.42321252822876
270000,2.456770420074463
280000,7.59371280670166
290000,3.0000693798065186
300000,3.3918111324310303
310000,7.728732585906982
320000,13.224334716796875
330000,1.9535987377166748
340000,72.31928253173828
350000,2.855463981628418
360000,-0.3037601113319397
370000,27.021936416625977
380000,2.3477859497070312
390000,6.701631546020508
400000,2.2076258659362793
410000,7.081557273864746
420000,5.634702205657959
430000,5.4312214851379395
440000,7.420124530792236
450000,6.9705328941345215
460000,6.223721504211426
470000,1.5013281106948853
480000,6.971182823181152
490000,72.88219451904297
500000,6.661740779876709
