step,loss/approx_kl
2000,-0.0679946266192322
4000,-0.032341000204905865
6000,-0.10436402979927757
8000,-0.03247356990662714
10000,-0.07409055574486653
12000,0.027786016394384206
14000,-0.05912578681018203
16000,-0.05449447794041286
18000,-0.08028751465802392
20000,-0.06420015657010178
22000,-0.02830804657035818
24000,-0.06303977759089321
26000,-0.06698154991026967
28000,-0.03047750873956829
30000,-0.037001492672910294
32000,-0.024390055658295752
34000,-0.07627050494775175
36000,-0.05723796056117862
38000,-0.021323988260701303
40000,-0.04428208941438545
42000,-0.06620677439495921
44000,-0.04367590283509344
46000,-0.06161080696620047
48000,-0.0471260474761948
50000,-0.0614322884241119
52000,-0.057533426008497666
54000,-0.05181922717796017
56000,-0.08257356518103431
58000,-0.07148547466689101
60000,-0.05724373099704584
62000,-0.03486813571459303
64000,-0.058088963238211964
66000,-0.03513247570954263
68000,-0.0198827558895573
70000,-0.03008539429865778
72000,0.07954077905354401
74000,-0.03626119219698011
76000,-0.0037161913389960914
78000,-0.025028240672933556
80000,-0.022912801701265077
82000,-0.01840777501153449
84000,0.004516317058975497
86000,-0.06284114241910478
88000,-0.04191875908679018
90000,0.05270756913038591
92000,-0.0007689313963055612
94000,-0.07404438303007435
96000,-0.014219103124924002
98000,-0.04397993094753474
100000,-0.035631060452821356
