step,stat/ep_reward
2000,0.4353975081307254
4000,0.3832259934352399
6000,0.3969757784495316
8000,0.4260507033389812
10000,0.4168200371106954
12000,0.3794136664543193
14000,0.38839319965699376
16000,0.32217032672041207
18000,0.33595291648566317
20000,0.4537531268171032
22000,0.3868830865141167
24000,0.2780194898670652
26000,0.311448357388423
28000,0.3122289761620424
30000,0.33960832232605814
32000,0.2931219034778768
34000,0.3301710123270197
36000,0.39795891640744024
38000,0.31222574824394206
40000,0.30983439964482107
42000,0.2890211319565414
44000,0.259505321071178
46000,0.21457845135686243
48000,0.31254951524843
50000,0.32792747303397907
52000,0.43066579626427925
54000,0.3258795252795456
56000,0.3481137428023774
58000,0.3065557887130031
60000,0.3608828167542543
62000,0.30441141767102736
64000,0.3005252690071697
66000,0.3081959536547987
68000,0.26125379953989286
70000,0.3065876089382804
72000,0.3750687175236032
74000,0.32092201896557987
76000,0.4316329245434868
78000,0.4357255666639153
80000,0.4096847718406081
82000,0.3673298986140292
84000,0.35989466388082053
86000,0.3026022058598389
88000,0.22589657078963815
90000,0.357902165662243
92000,0.3684041198867014
94000,0.41074538828435125
96000,0.36272157394012283
98000,0.3527841287296226
100000,0.2989408158475304
