step,loss/policy_loss
10000,0.14826378816678962
20000,0.2245229567266814
30000,0.29976182834505727
40000,0.04669675702146302
50000,0.09357240083198709
60000,0.04890093823518449
70000,0.18081938360475205
80000,0.048894596307509
90000,0.15704381360030334
100000,0.04302943879700825
110000,0.19919418337364767
120000,0.06756441096715958
130000,0.06046399902803558
140000,0.058807985339517366
150000,0.0391638002105179
160000,0.09692237752963881
170000,0.09306090317807025
180000,0.07420368244882881
190000,0.04418745320940895
200000,0.19950101233002962
210000,0.06253053071272889
220000,0.1647590956556741
230000,0.0935376277354927
240000,0.07407689236713377
250000,0.2464191520726425
260000,0.07832539325434389
270000,0.1089949519797255
280000,0.08784210067057965
290000,0.028073144022832563
300000,0.14370060838101428
310000,0.05053623256240921
320000,0.3008331085023065
330000,0.09889728005341138
340000,0.1340775157931731
350000,0.060271537004863006
360000,0.04665376020985498
370000,0.22766827824681002
380000,0.10166742276824395
390000,0.02274176694277077
400000,0.07862312342122245
410000,0.062864800134528
420000,0.0618705504364223
430000,0.0994308388059663
440000,0.23907297764778895
450000,0.10893400461522892
460000,0.11799777754091716
470000,0.1167146684358336
480000,0.16091048597336868
490000,0.16004985664348664
500000,0.14611330075568527
