step,adv_reward/adv_reward_raw_max
2000,-15.0
4000,92.65746307373047
6000,175.82662963867188
8000,95.83403778076172
10000,203.11378479003906
12000,86.05061340332031
14000,274.5567321777344
16000,135.28094482421875
18000,278.3598937988281
20000,80.25497436523438
22000,-14.99999713897705
24000,-10.124663352966309
26000,178.0313262939453
28000,132.85470581054688
30000,5.449991226196289
32000,61.14994812011719
34000,-15.0
36000,29.609312057495117
38000,229.95596313476562
40000,30.654766082763672
42000,6.629589557647705
44000,-14.999979972839355
46000,82.82245635986328
48000,172.65859985351562
50000,-15.0
52000,-15.0
54000,-15.0
56000,184.01181030273438
58000,55.88669967651367
60000,-15.0
62000,-15.0
64000,96.00999450683594
66000,-15.0
68000,84.51216125488281
70000,281.09222412109375
72000,-15.0
74000,-15.0
76000,25.185810089111328
78000,134.0135040283203
80000,42.94200897216797
82000,112.4227523803711
84000,4.583848476409912
86000,71.78140258789062
88000,-15.0
90000,158.6641082763672
92000,143.4591064453125
94000,175.9565887451172
96000,91.17384338378906
98000,5.5920844078063965
100000,29.630096435546875
