step,loss/entropy_loss
2000,-0.9262560099363327
4000,-0.893021739522616
6000,-0.8581627001365026
8000,-0.825011436144511
10000,-0.79561121960481
12000,-0.8003760397434234
14000,-0.7954120973745982
16000,-0.8024954378604889
18000,-0.7820617586374283
20000,-0.7833628535270691
22000,-0.8025836735963822
24000,-0.8025924662748972
26000,-0.8077331632375717
28000,-0.8089773853619893
30000,-0.8150368730227153
32000,-0.8154940446217855
34000,-0.815495361884435
36000,-0.8148338794708252
38000,-0.817743491133054
40000,-0.8194378763437271
42000,-0.8181561966737112
44000,-0.8069594363371533
46000,-0.8039319068193436
48000,-0.7931234270334244
50000,-0.7933917105197905
52000,-0.7750189274549484
54000,-0.7682045330603919
56000,-0.7641199092070261
58000,-0.7755364924669267
60000,-0.7619655201832453
62000,-0.7451719234387081
64000,-0.7201530992984773
66000,-0.6819776654243469
68000,-0.657278373837471
70000,-0.6443137615919113
72000,-0.645382864276568
74000,-0.6374510526657104
76000,-0.6372811804215113
78000,-0.6388027886549632
80000,-0.6323183049758275
82000,-0.6452265560626983
84000,-0.6422907710075378
86000,-0.6387479672829309
88000,-0.626253683368365
90000,-0.6352024555206299
92000,-0.6361748973528545
94000,-0.6385286420583725
96000,-0.6522876809040705
98000,-0.6616250465313593
100000,-0.6620125442743302
