step,stat/ep_reward
10000,0.4100188247896271
20000,0.4865265509581084
30000,0.3762713320961469
40000,0.45108160991107155
50000,0.29389452206298783
60000,0.49497997137997213
70000,0.4843165255802308
80000,0.3902826990301683
90000,0.4336767263036222
100000,0.3000103732593796
110000,0.4882620875138257
120000,0.39183102977959977
130000,0.37416069628410387
140000,0.2477167175981224
150000,0.303334053184544
160000,0.33791646195826747
170000,0.34757258733046026
180000,0.32108699251030376
190000,0.5053013427624017
200000,0.367919065136105
210000,0.3842405936674429
220000,0.3696751232302876
230000,0.4146661227032255
240000,0.3441937658000215
250000,0.3389281196003861
260000,0.357202898985169
270000,0.3601526885547391
280000,0.38759919367572204
290000,0.40938151892296365
300000,0.3994661918666656
310000,0.38403935724972993
320000,0.37377956761444786
330000,0.30827767674519596
340000,0.3270030430195604
350000,0.31132873052492605
360000,0.3210297450028915
370000,0.3538585131760348
380000,0.35350942441340816
390000,0.3630008799705047
400000,0.44802586485289575
410000,0.31896310159765257
420000,0.3502959134413743
430000,0.36364496152827175
440000,0.3564914419212418
450000,0.3230587845894962
460000,0.34801857392173935
470000,0.4010908809553856
480000,0.36791934974825785
490000,0.4091750050046711
500000,0.39912897066143366
