step,loss/value_loss
2000,776275.0935272693
4000,1060416.1218313784
6000,1982640.709905818
8000,311193.0795675835
10000,1061094.670365777
12000,390954.03796589974
14000,626793.0693738711
16000,1407913.4460230854
18000,136429.3310228972
20000,766722.9522253593
22000,490699.47198371805
24000,803035.3248834393
26000,173090.72038470337
28000,807197.8786041483
30000,2092588.378711687
32000,905167.2566346561
34000,1620789.0645594378
36000,2310204.1353908004
38000,2452737.986167045
40000,1744825.7625792734
42000,891640.7825238372
44000,763171.0353185151
46000,1682336.4288407383
48000,706034.4762851581
50000,1033832.0840568278
52000,133645.5396008878
54000,1432349.990125927
56000,277729.3226608875
58000,1030968.1103027513
60000,473031.50432094897
62000,184626.3219510407
64000,472095.2619017315
66000,831020.7462321206
68000,429078.3508956627
70000,367039.49777803995
72000,865000.3421928163
74000,629050.0036703758
76000,797359.6499043413
78000,1495751.1239889222
80000,633509.0277053448
82000,3669400.0242871568
84000,1294883.9726399954
86000,237126.3451382719
88000,767737.9395233582
90000,928802.1104138702
92000,124081.22771946833
94000,202672.54946204796
96000,962253.6317898172
98000,157618.7883175321
100000,1579422.2450205567
