step,adv_reward/adv_reward_raw_max
2000,0.41191360354423523
4000,121.72126007080078
6000,125.13754272460938
8000,148.4495086669922
10000,115.38243865966797
12000,1770.1927490234375
14000,231.49668884277344
16000,58.37889862060547
18000,-4.560130596160889
20000,-1.7501280307769775
22000,46.46192932128906
24000,94.462158203125
26000,109.36034393310547
28000,-6.422497272491455
30000,163.5897674560547
32000,114.55812072753906
34000,-8.356790542602539
36000,-7.598409652709961
38000,-8.882159233093262
40000,-7.072742938995361
42000,12.41455364227295
44000,66.62015533447266
46000,173.88465881347656
48000,-7.2818074226379395
50000,-9.166501998901367
52000,158.40145874023438
54000,159.0845184326172
56000,208.0269012451172
58000,-0.3475859463214874
60000,-7.801115036010742
62000,-6.0660600662231445
64000,-9.63665771484375
66000,-7.332026481628418
68000,1.0325095653533936
70000,-7.400069713592529
72000,158.9822235107422
74000,-6.577390193939209
76000,-3.9035494327545166
78000,99.32026672363281
80000,185.53663635253906
82000,170.68751525878906
84000,-8.204425811767578
86000,-5.917789936065674
88000,-7.8646559715271
90000,168.01710510253906
92000,-7.21193790435791
94000,-4.365616321563721
96000,-7.0085577964782715
98000,136.45582580566406
100000,-10.131291389465332
