step,loss/entropy_loss
2000,-0.908293272058169
4000,-0.8890455881754556
6000,-0.8606642067432404
8000,-0.8258813828229904
10000,-0.8270640224218369
12000,-0.8434176544348398
14000,-0.8090942492087683
16000,-0.7818274150292078
18000,-0.7853965322176615
20000,-0.7864093452692031
22000,-0.7835759202639263
24000,-0.7563227415084838
26000,-0.7480177034934361
28000,-0.7530536383390427
30000,-0.7560417652130127
32000,-0.756305992603302
34000,-0.756305992603302
36000,-0.7565597295761108
38000,-0.7566338300704956
40000,-0.7568067312240601
42000,-0.7568067312240601
44000,-0.7568067312240601
46000,-0.7568067312240601
48000,-0.7568067312240601
50000,-0.7568067312240601
52000,-0.7568067312240601
54000,-0.7570264339447021
56000,-0.7570264339447021
58000,-0.7570264339447021
60000,-0.7570264339447021
62000,-0.7570264339447021
64000,-0.7570264339447021
66000,-0.7572301030158997
68000,-0.7572301030158997
70000,-0.7572301030158997
72000,-0.7572301030158997
74000,-0.7573994398117065
76000,-0.7573994398117065
78000,-0.7573994398117065
80000,-0.7573994398117065
82000,-0.7573994398117065
84000,-0.7573994398117065
86000,-0.7573994398117065
88000,-0.7573994398117065
90000,-0.7573994398117065
92000,-0.7573994398117065
94000,-0.7573994398117065
96000,-0.7573994398117065
98000,-0.7573994398117065
100000,-0.7573994398117065
