step,loss/value_loss
2000,4123544.9635062865
4000,4233155.297838541
6000,11811041.489200752
8000,3320811.0823887815
10000,9902849.310419794
12000,3339767.3404794773
14000,3267176.968022178
16000,3577734.2535280623
18000,3205214.4631124646
20000,3668478.9806931033
22000,476813.9879283081
24000,11898821.588691957
26000,4906396.973612046
28000,5416100.669058891
30000,7225560.868794112
32000,658404.4448402852
34000,2042414.444692554
36000,1395655.5582973375
38000,3563025.1421687356
40000,1176043.306927652
42000,3435185.7476596027
44000,948174.6432888061
46000,345480.1299684325
48000,982149.1807341216
50000,84920.81713759134
52000,3427627.1738497056
54000,2271850.4408674957
56000,527136.3745160303
58000,4478465.154014067
60000,1838661.7334850796
62000,124651.12654782522
64000,496025.9188297347
66000,473230.06363280385
68000,876683.2063158201
70000,8574753.129805302
72000,1381354.0720428478
74000,339191.4530877225
76000,719359.9366531197
78000,6009013.402963259
80000,48840.83191753101
82000,3106822.192971781
84000,1307702.7914028014
86000,1957476.3930485987
88000,2963522.952742357
90000,195508.95195927896
92000,1120893.2312583453
94000,3647839.5105452007
96000,4626032.592056086
98000,2498726.6602316694
100000,57107.21048373399
