step,loss/approx_kl
2000,-0.005280346671740215
4000,-0.007726334679561357
6000,-0.02071103349638482
8000,-0.009912712173536418
10000,-0.03870537801024814
12000,-0.021845522437555092
14000,-0.05872577036886166
16000,-0.05009253397583961
18000,-0.032171611511148515
20000,0.0397537723959734
22000,0.013212268993568917
24000,-0.029989484216397005
26000,-0.03744234383727113
28000,-0.01990473095793277
30000,-0.01797159281559288
32000,-0.017189991295648115
34000,0.04322776846432437
36000,-0.011421640651921432
38000,0.0028412360387543812
40000,-0.021378052118234334
42000,-0.030862561124376946
44000,-0.03160001015445838
46000,-0.015489628352224824
48000,-0.00028913871695597965
50000,-0.026889646387038134
52000,-0.004485907568596303
54000,-0.00918830807786435
56000,-0.008213644047888618
58000,-0.04089334913684676
60000,-0.035886948051241534
62000,0.0008700644519800944
64000,-0.02751219963344435
66000,0.009360226639546453
68000,-0.01318833303327362
70000,-0.016115236779054007
72000,-0.027997321231911582
74000,-0.014669621813421449
76000,0.020080789815013607
78000,-0.028126880635196964
80000,-0.02031371402554214
82000,-0.030868991689446075
84000,-0.00819289054100712
86000,-0.021858460440610843
88000,-0.018777518672868608
90000,-0.029670565924607224
92000,-0.011655210331082345
94000,-0.039556325064040714
96000,-0.023490915672543147
98000,-0.025915197205419342
100000,-0.0002823999073977271
