step,adv_reward/adv_reward_scaled_min
2000,-69.75938415527344
4000,100.0
6000,100.0
8000,-99.99967956542969
10000,100.0
12000,100.0
14000,100.0
16000,-71.58616638183594
18000,100.0
20000,99.95260620117188
22000,-63.304256439208984
24000,99.99996948242188
26000,100.0
28000,100.0
30000,-89.72313690185547
32000,100.0
34000,88.2188720703125
36000,91.72083282470703
38000,99.99996185302734
40000,94.29515075683594
42000,100.0
44000,100.0
46000,67.26461791992188
48000,100.0
50000,100.0
52000,99.99979400634766
54000,100.0
56000,100.0
58000,100.0
60000,-68.6404037475586
62000,-88.78350067138672
64000,100.0
66000,99.55597686767578
68000,-62.258365631103516
70000,100.0
72000,100.0
74000,-66.95211029052734
76000,-99.99967956542969
78000,80.13087463378906
80000,100.0
82000,100.0
84000,100.0
86000,97.83842468261719
88000,100.0
90000,-67.30906677246094
92000,100.0
94000,100.0
96000,99.99999237060547
98000,99.99998474121094
100000,-91.5994873046875
