step,adv_reward/adv_reward_raw_min
2000,-12.938970565795898
4000,218.8454132080078
6000,167.64498901367188
8000,-100.0
10000,134.44125366210938
12000,195.98324584960938
14000,319.0211486816406
16000,-13.486571311950684
18000,223.05499267578125
20000,62.605289459228516
22000,-11.197157859802246
24000,117.36515808105469
26000,206.16421508789062
28000,194.23275756835938
30000,-21.867528915405273
32000,208.1214599609375
34000,20.783300399780273
36000,23.56723403930664
38000,115.63951873779297
40000,26.46046257019043
42000,350.1930847167969
44000,298.32684326171875
46000,12.233405113220215
48000,334.8414001464844
50000,285.771728515625
52000,103.48702239990234
54000,153.31314086914062
56000,551.9729614257812
58000,167.6468963623047
60000,-12.616862297058105
62000,-21.17411231994629
64000,261.7085876464844
66000,45.80978012084961
68000,-10.93819522857666
70000,170.2940216064453
72000,218.13270568847656
74000,-12.148119926452637
76000,-100.0
78000,16.533872604370117
80000,212.02699279785156
82000,237.2315216064453
84000,273.8580627441406
86000,33.874603271484375
88000,186.92379760742188
90000,-12.245588302612305
92000,222.56443786621094
94000,308.6148986816406
96000,131.78675842285156
98000,122.27206420898438
100000,-23.453359603881836
