step,adv_reward/adv_reward_raw_mean
2000,-3.2065510749816895
4000,224.30101013183594
6000,170.22825622558594
8000,134.75601196289062
10000,135.89108276367188
12000,204.40957641601562
14000,332.9980773925781
16000,-9.490255355834961
18000,230.31527709960938
20000,67.30276489257812
22000,-9.923850059509277
24000,119.01715087890625
26000,222.58656311035156
28000,199.66256713867188
30000,-12.821441650390625
32000,210.35028076171875
34000,24.987071990966797
36000,29.81821060180664
38000,117.6744155883789
40000,35.447853088378906
42000,358.1966247558594
44000,316.21929931640625
46000,37.040428161621094
48000,336.7248840332031
50000,301.84320068359375
52000,115.8757095336914
54000,162.70484924316406
56000,566.3861083984375
58000,187.65286254882812
60000,-9.715087890625
62000,-6.638630390167236
64000,268.0851745605469
66000,56.046966552734375
68000,-6.045526027679443
70000,182.6417999267578
72000,219.3767547607422
74000,-10.710184097290039
76000,-6.497117042541504
78000,25.191761016845703
80000,215.83236694335938
82000,248.49497985839844
84000,279.9589538574219
86000,38.12238693237305
88000,189.38265991210938
90000,-11.44162654876709
92000,224.6484375
94000,310.25054931640625
96000,133.82614135742188
98000,132.65692138671875
100000,-20.34914779663086
