step,adv_reward/adv_reward_raw_max
2000,16.084814071655273
4000,236.04672241210938
6000,172.6402587890625
8000,216.8228759765625
10000,137.0295867919922
12000,208.63023376464844
14000,341.2824401855469
16000,-6.571815490722656
18000,237.25881958007812
20000,76.79570007324219
22000,-8.890543937683105
24000,120.68807983398438
26000,243.583984375
28000,213.0695037841797
30000,-6.865508556365967
32000,215.32603454589844
34000,31.27023696899414
36000,37.50192642211914
38000,122.00443267822266
40000,39.9409294128418
42000,365.94586181640625
44000,338.7269287109375
46000,63.18136215209961
48000,338.64239501953125
50000,320.1838684082031
52000,135.7690887451172
54000,167.7606658935547
56000,587.0405883789062
58000,197.86630249023438
60000,-6.608183860778809
62000,6.074703216552734
64000,271.9334716796875
66000,61.95322036743164
68000,3.136244535446167
70000,192.8251495361328
72000,220.22581481933594
74000,-8.731184959411621
76000,27.58623695373535
78000,28.472646713256836
80000,221.5109405517578
82000,254.48284912109375
84000,286.2467346191406
86000,47.71334457397461
88000,191.6979522705078
90000,-9.29008960723877
92000,225.7996368408203
94000,311.8385314941406
96000,135.59426879882812
98000,138.99501037597656
100000,-12.34853458404541
