step,loss/entropy_loss
2000,-0.921306136250496
4000,-0.871293999751409
6000,-0.840613489349683
8000,-0.8144269327322642
10000,-0.7717428267002104
12000,-0.7713125348091125
14000,-0.7439190526803335
16000,-0.7416000187397003
18000,-0.7399296363194784
20000,-0.73980959157149
22000,-0.7388525823752086
24000,-0.7385318875312805
26000,-0.7399984618028006
28000,-0.7219643960396448
30000,-0.71475011408329
32000,-0.7111284951368968
34000,-0.6880634973446528
36000,-0.6652861773967743
38000,-0.6320551892121633
40000,-0.6290269513924918
42000,-0.6524131874243417
44000,-0.6415787080923715
46000,-0.633084527651469
48000,-0.6350774238506952
50000,-0.6208558668692906
52000,-0.631926334897677
54000,-0.650127566854159
56000,-0.6363005002339681
58000,-0.6221049666404724
60000,-0.6021459470192592
62000,-0.5774884422620137
64000,-0.5909311046202977
66000,-0.5841633657614389
68000,-0.5843757420778275
70000,-0.5803665459156037
72000,-0.5811085214217504
74000,-0.5808901578187943
76000,-0.5791622877120972
78000,-0.5759438176949818
80000,-0.590858073035876
82000,-0.5803939590851466
84000,-0.5835604439179102
86000,-0.578694438934326
88000,-0.585848993062973
90000,-0.6008826772371928
92000,-0.5804703503847123
94000,-0.5864225685596466
96000,-0.5878019233544667
98000,-0.5941559284925461
100000,-0.5982159584760666
