step,loss/approx_kl
2000,-0.07691592091384034
4000,-0.030951578201105195
6000,-0.09108658314992983
8000,-0.038227312709204854
10000,-0.09192768372595309
12000,-0.06846808853248755
14000,-0.06778712165541947
16000,-0.051906323844256495
18000,-0.05667747361585498
20000,0.07368365827326974
22000,0.09113026697499056
24000,0.22008676808327438
26000,-0.016800258231038846
28000,-0.05673691468934218
30000,-0.05385529692284763
32000,-0.048207700407753386
34000,0.12766485993439952
36000,-0.054655477784884464
38000,-0.065000826275597
40000,-0.06905145336252948
42000,-0.06479119997626791
44000,-0.04800077421435465
46000,-0.04124643606288979
48000,-0.03628551041862617
50000,-0.028220878254311778
52000,-0.04668899748163919
54000,-0.02495646976555387
56000,-0.053720692886660495
58000,-0.08377202706566701
60000,-0.04983602825862666
62000,-0.03661682494760801
64000,-0.05809796752097707
66000,-0.004753165630002816
68000,-0.038498704019002614
70000,-0.05099266605296482
72000,-0.05565599435940385
74000,-0.0491914166448017
76000,-0.037455545652968186
78000,-0.029299883202960092
80000,-0.05548511402060589
82000,-0.031202068893859784
84000,-0.05466217611295482
86000,-0.03149399756609152
88000,-0.05954860834560046
90000,-0.06430357237501691
92000,-0.035140520357526836
94000,-0.0497366333535562
96000,-0.04144208334231128
98000,0.11432752829665938
100000,0.09210152798332275
