step,loss/policy_loss
2000,-0.020547566609073923
4000,-0.02021799928910952
6000,0.0018527979969351232
8000,0.0009114907604849872
10000,0.024131161529106507
12000,0.008480201853681058
14000,0.019433872658481406
16000,0.02270733495876475
18000,-0.016558203744834528
20000,0.0069669214668333325
22000,-0.0024523838739914294
24000,-0.018337482622619278
26000,0.02497035925881307
28000,-0.012901923417574184
30000,0.010401355749415656
32000,0.029135418799204015
34000,0.29533656743244513
36000,0.013294731987936534
38000,0.0701883421303052
40000,0.017810617605861594
42000,0.03617301795893626
44000,0.008178989408097073
46000,0.0072794979771882585
48000,-0.009821089187331582
50000,-0.011165306645533479
52000,-0.005307141210319659
54000,0.12671386243076893
56000,0.15967825667957042
58000,0.10092821670629015
60000,0.18534490122138733
62000,0.07481872781550197
64000,0.09917496207195313
66000,0.14418397363119712
68000,0.07938035077479029
70000,0.07740545012527165
72000,0.11453642970149683
74000,0.07479256438939141
76000,0.1281996315267771
78000,0.12636836112519162
80000,0.09107762707500673
82000,0.15997701879245288
84000,0.16210694658564334
86000,0.08864423819496993
88000,0.123905809316275
90000,0.19483860993243313
92000,0.08720987427677876
94000,0.1348472855522057
96000,0.1659537615813522
98000,0.09125725154848967
100000,0.13134879030119245
