step,loss/policy_loss
2000,-0.023242408412033976
4000,-0.02008820570383073
6000,-0.0049502728500918445
8000,0.003887555855513005
10000,-0.008554043023959004
12000,0.027618877532745573
14000,0.026430642821849176
16000,0.013344020606663459
18000,-0.005166318712694899
20000,0.038113959917267994
22000,0.03613288611156479
24000,-0.012707532494755485
26000,0.01045266649955963
28000,-0.004667991353093608
30000,0.00819554301177326
32000,0.035650592376569104
34000,0.06957916182601036
36000,0.011375019269483864
38000,0.07667640300332657
40000,-0.016893901735586875
42000,0.003615824603338505
44000,0.0062990644655420615
46000,0.0009397535414270803
48000,-0.015417165613081252
50000,4.950174518117746e-05
52000,-0.016481844795484007
54000,0.003736661195709443
56000,0.024061881539876685
58000,0.02514756617069394
60000,0.11838096668061755
62000,0.030159280844177037
64000,-0.02481339491562177
66000,-0.009375369430538329
68000,0.007870725028991183
70000,-0.0009997639619809067
72000,0.15418179823285133
74000,0.002668627163239676
76000,0.01344373582811996
78000,0.011531848077922348
80000,0.014253723791615481
82000,0.06721723515619617
84000,-4.174411169571343e-05
86000,0.04386735818046588
88000,0.03138814135000591
90000,0.03622079792811586
92000,0.026292674952441936
94000,0.002765593108153038
96000,-0.003130151911787524
98000,-0.00867890823297114
100000,-0.0023522890590083937
