step,adv_reward/adv_reward_raw_mean
10000,8.608715057373047
20000,1.673341155052185
30000,1.8177725076675415
40000,3.979083776473999
50000,9.728206634521484
60000,8.063819885253906
70000,10.093332290649414
80000,3.1297426223754883
90000,8.69723129272461
100000,8.012895584106445
110000,10.085576057434082
120000,4.615854740142822
130000,6.974266529083252
140000,4.29581880569458
150000,0.9486166834831238
160000,10.293724060058594
170000,6.404906749725342
180000,10.875283241271973
190000,7.197204113006592
200000,4.606259822845459
210000,10.47891902923584
220000,11.281852722167969
230000,73.94581604003906
240000,8.995122909545898
250000,4.55871057510376
260000,8.316289901733398
270000,6.891611099243164
280000,9.824195861816406
290000,5.395347595214844
300000,17.63795280456543
310000,10.464869499206543
320000,6.789173126220703
330000,-7.695237159729004
340000,9.613929748535156
350000,1.9612343311309814
360000,5.847805976867676
370000,4.887570381164551
380000,17.525924682617188
390000,7.6924028396606445
400000,4.6613640785217285
410000,13.424249649047852
420000,12.301417350769043
430000,8.23664665222168
440000,22.785839080810547
450000,-6.372482776641846
460000,20.93151092529297
470000,2.525226593017578
480000,-3.5680453777313232
490000,10.881114959716797
500000,5.469142913818359
