step,adv_reward/adv_reward_scaled_min
10000,350.896484375
20000,347.41094970703125
30000,347.4833068847656
40000,348.56707763671875
50000,351.46136474609375
60000,350.62176513671875
70000,351.6457214355469
80000,348.1408996582031
90000,350.94110107421875
100000,350.5960998535156
110000,351.6418151855469
120000,348.8868408203125
130000,350.0728759765625
140000,348.7261047363281
150000,347.0481262207031
160000,351.7469482421875
170000,349.7862854003906
180000,352.0408020019531
190000,350.1851501464844
200000,348.88201904296875
210000,351.84051513671875
220000,352.246337890625
230000,384.9122619628906
240000,351.09136962890625
250000,348.858154296875
260000,350.7490234375
270000,350.0312805175781
280000,351.50982666015625
290000,349.2785339355469
300000,355.4703369140625
310000,351.8334045410156
320000,349.9797058105469
330000,342.74078369140625
340000,351.4036560058594
350000,347.55517578125
360000,349.50604248046875
370000,349.0233459472656
380000,355.413330078125
390000,350.4345703125
400000,348.9096984863281
410000,353.3307800292969
420000,352.7621154785156
430000,350.7088623046875
440000,358.0962829589844
450000,343.3974914550781
460000,357.14886474609375
470000,347.8377990722656
480000,344.7927551269531
490000,352.04376220703125
500000,349.3156433105469
