step,stat/step_time
10000,3.66528058052063
20000,3.9196879863739014
30000,3.9784042835235596
40000,3.7715797424316406
50000,3.8325133323669434
60000,4.008895635604858
70000,3.5654358863830566
80000,3.6812267303466797
90000,3.8322913646698
100000,3.8718812465667725
110000,3.790954113006592
120000,3.853193759918213
130000,3.7644481658935547
140000,4.114463806152344
150000,3.7279458045959473
160000,4.255349636077881
170000,4.258185625076294
180000,3.8541252613067627
190000,4.037447690963745
200000,3.913428544998169
210000,4.122882843017578
220000,3.89728045463562
230000,3.464629888534546
240000,4.163669109344482
250000,3.922733783721924
260000,4.086694955825806
270000,4.297206401824951
280000,3.947690725326538
290000,4.139420509338379
300000,3.9072132110595703
310000,4.173419237136841
320000,3.876427173614502
330000,3.9325711727142334
340000,4.36339807510376
350000,4.141337633132935
360000,4.160623550415039
370000,4.009198904037476
380000,4.253230333328247
390000,3.8604211807250977
400000,3.734196186065674
410000,3.884350299835205
420000,4.183791875839233
430000,3.789719820022583
440000,4.049875497817993
450000,4.251133680343628
460000,3.963214635848999
470000,3.8887040615081787
480000,4.12881326675415
490000,4.255624055862427
500000,3.7974817752838135
