step,adv_reward/adv_reward_raw_min
2000,-9.118325233459473
4000,196.03201293945312
6000,144.90525817871094
8000,-11.892423629760742
10000,144.66485595703125
12000,26.94667625427246
14000,381.94036865234375
16000,126.58452606201172
18000,95.11492156982422
20000,260.49029541015625
22000,-13.589170455932617
24000,-12.122465133666992
26000,227.730712890625
28000,267.66693115234375
30000,84.62844848632812
32000,186.2955780029297
34000,232.45965576171875
36000,-11.998966217041016
38000,147.3423309326172
40000,-10.424989700317383
42000,174.37440490722656
44000,-11.851819038391113
46000,-11.114272117614746
48000,36.661293029785156
50000,261.1387023925781
52000,-11.477438926696777
54000,116.56057739257812
56000,349.64739990234375
58000,383.7503356933594
60000,197.85682678222656
62000,454.4172058105469
64000,213.68666076660156
66000,467.3764343261719
68000,433.30047607421875
70000,-9.021712303161621
72000,448.32891845703125
74000,-100.0
76000,394.0113525390625
78000,558.6427001953125
80000,-100.0
82000,691.9017944335938
84000,486.7327575683594
86000,362.3757019042969
88000,447.39813232421875
90000,205.06558227539062
92000,638.4915771484375
94000,598.725341796875
96000,544.0286865234375
98000,627.0753784179688
100000,324.3560791015625
