step,adv_reward/adv_reward_raw_max
2000,119.9293212890625
4000,20.58323097229004
6000,60.15778732299805
8000,-7.03779935836792
10000,102.61650848388672
12000,60.49287796020508
14000,138.50982666015625
16000,13.641205787658691
18000,13.461498260498047
20000,20.360536575317383
22000,75.64112091064453
24000,219.05364990234375
26000,109.2373275756836
28000,47.02848815917969
30000,85.1647720336914
32000,87.01969146728516
34000,-8.085281372070312
36000,-10.637763977050781
38000,113.84178924560547
40000,-6.053577423095703
42000,-9.376347541809082
44000,105.68563079833984
46000,79.40448760986328
48000,83.82762145996094
50000,115.82013702392578
52000,112.24268341064453
54000,87.94580078125
56000,147.6171875
58000,117.87297821044922
60000,87.02647399902344
62000,157.40386962890625
64000,106.13563537597656
66000,242.5095977783203
68000,123.11420440673828
70000,112.4295425415039
72000,110.69415283203125
74000,-7.642811298370361
76000,86.50845336914062
78000,97.88339233398438
80000,88.69033813476562
82000,0.05287333205342293
84000,112.67495727539062
86000,101.16568756103516
88000,257.8451232910156
90000,90.99514770507812
92000,115.74504852294922
94000,-1.2313694953918457
96000,97.44590759277344
98000,104.0786361694336
100000,137.99697875976562
