step,adv_reward/adv_reward_scaled_max
2000,119.93437957763672
4000,23.972858428955078
6000,60.427215576171875
8000,7.287332057952881
10000,102.63253784179688
12000,60.756404876708984
14000,138.51129150390625
16000,18.71783447265625
18000,18.58994483947754
20000,23.795475006103516
22000,75.7376480102539
24000,219.05364990234375
26000,109.24763488769531
28000,47.66704559326172
30000,85.21601104736328
32000,87.06497192382812
34000,6.892861843109131
36000,6.002219200134277
38000,113.84937286376953
40000,7.673750400543213
42000,6.43004035949707
44000,105.69869232177734
46000,79.47965240478516
48000,83.88362884521484
50000,115.8267822265625
52000,112.2511215209961
54000,87.9883804321289
56000,147.61798095703125
58000,117.87877655029297
60000,87.07173919677734
62000,157.40428161621094
64000,106.14830780029297
66000,242.5095977783203
68000,123.11829376220703
70000,112.43787384033203
72000,110.70350646972656
74000,7.057397365570068
76000,86.55530548095703
78000,97.90536499023438
80000,88.7308578491211
82000,10.423667907714844
84000,112.68315887451172
86000,101.18334197998047
88000,257.8451232910156
90000,91.0299072265625
92000,115.7517318725586
94000,9.79415512084961
96000,97.46852111816406
98000,104.09317016601562
100000,137.9984893798828
