step,adv_reward/adv_reward_raw_min
2000,75.46746063232422
4000,-9.077383995056152
6000,54.825660705566406
8000,-11.929123878479004
10000,56.046504974365234
12000,55.64307403564453
14000,103.42735290527344
16000,-9.04755973815918
18000,8.014242172241211
20000,-10.440692901611328
22000,70.50386810302734
24000,204.9496612548828
26000,95.21369934082031
28000,35.98032760620117
30000,71.54193878173828
32000,66.54698181152344
34000,-12.156047821044922
36000,-21.998966217041016
38000,94.13003540039062
40000,-21.6672306060791
42000,-22.14325714111328
44000,58.775516510009766
46000,-100.0
48000,80.20198059082031
50000,83.37520599365234
52000,66.70415496826172
54000,71.07877349853516
56000,93.54242706298828
58000,79.99740600585938
60000,81.30785369873047
62000,99.85504150390625
64000,66.81144714355469
66000,229.9426727294922
68000,77.47569274902344
70000,66.35320281982422
72000,75.12551879882812
74000,-10.65575122833252
76000,63.385414123535156
78000,70.93260955810547
80000,80.30111694335938
82000,-10.779646873474121
84000,66.62458801269531
86000,70.41486358642578
88000,254.0471954345703
90000,66.6347885131836
92000,66.26823425292969
94000,-21.271991729736328
96000,64.97142028808594
98000,-100.0
100000,111.07665252685547
