step,stat/ep_reward
10000,0.4100188247896271
20000,0.4865265509581084
30000,0.3762713320961469
40000,0.45108160991107155
50000,0.29389452206298783
60000,0.49497997137997213
70000,0.4843165255802308
80000,0.3902826990301683
90000,0.4336767263036222
100000,0.3000103732593796
110000,0.4882620875138257
120000,0.39183102977959977
130000,0.389066946756462
140000,0.37243824783962365
150000,0.39458649040624205
160000,0.4279172933486496
170000,0.4511279128636489
180000,0.5261346924467114
190000,0.411138933790318
200000,0.6037807099675093
210000,0.48975285866960816
220000,0.6243468668351719
230000,0.5264807535843306
240000,0.3515329879901327
250000,0.5176278315826955
260000,0.5213113646362133
270000,0.4331811685614041
280000,0.4649223348792278
290000,0.5464583935911299
300000,0.44837108842363016
310000,0.516501370320879
320000,0.5301692182267724
330000,0.4396672527789252
340000,0.40287358643229165
350000,0.4358247955989915
360000,0.46082386800936037
370000,0.516861244819478
380000,0.3845595605951465
390000,0.5292515256272827
400000,0.5218269200163179
410000,0.48903525105906365
420000,0.511840140752956
430000,0.5094768028085568
440000,0.2958264634987973
450000,0.4192658979864996
460000,0.4760935257835393
470000,0.47165197013820936
480000,0.47821014546024126
490000,0.5116857332007935
500000,0.5470841406166633
