step,adv_reward/adv_reward_raw_min
2000,-23.09298324584961
4000,109.14466857910156
6000,97.55841827392578
8000,178.5216522216797
10000,41.09337615966797
12000,55.47749328613281
14000,164.0059814453125
16000,71.9883041381836
18000,220.76055908203125
20000,-11.356833457946777
22000,75.0185317993164
24000,115.43745422363281
26000,139.55099487304688
28000,-26.44178009033203
30000,-21.867528915405273
32000,62.38304901123047
34000,95.91121673583984
36000,-22.365631103515625
38000,126.84266662597656
40000,18.266345977783203
42000,118.04805755615234
44000,104.77406311035156
46000,188.7335662841797
48000,229.76121520996094
50000,147.29371643066406
52000,160.42318725585938
54000,196.5928497314453
56000,2.8879201412200928
58000,196.673095703125
60000,237.19418334960938
62000,173.63302612304688
64000,201.08758544921875
66000,169.73634338378906
68000,398.4722595214844
70000,293.99310302734375
72000,290.83612060546875
74000,91.86956024169922
76000,-100.0
78000,280.3802795410156
80000,155.7792205810547
82000,122.34676361083984
84000,280.0499572753906
86000,31.89858055114746
88000,166.81033325195312
90000,145.77932739257812
92000,-100.0
94000,165.17739868164062
96000,278.2419738769531
98000,158.381591796875
100000,226.23146057128906
