step,stat/ep_return
2000,7.258411615456398
4000,4.643433340920533
6000,6.607895418321121
8000,10.552223464387088
10000,8.902160643177867
12000,12.313530336667315
14000,16.480764328439285
16000,6.260603323690022
18000,16.80529690439153
20000,14.71040841510207
22000,12.04805551095156
24000,15.990385052390076
26000,14.136816004852331
28000,10.724983441559079
30000,13.329646132531678
32000,13.773247985164073
34000,4.056682256361838
36000,17.32514512373281
38000,14.830714504079836
40000,21.518026099382702
42000,21.66617483887321
44000,16.963859308607795
46000,17.95254180802471
48000,12.417329216540356
50000,13.861065771557625
52000,15.896647509113361
54000,11.009079718258757
56000,18.217034315007094
58000,24.656312065402375
60000,15.94260220573376
62000,17.758740742819562
64000,16.576157628162616
66000,15.969629290665576
68000,12.353729451128448
70000,19.443541146439124
72000,25.852780832917027
74000,10.120135595201853
76000,11.248104573444385
78000,25.286175907219643
80000,24.261277930180892
82000,31.799382006468175
84000,23.552781658819622
86000,26.244149665540146
88000,27.453914484004912
90000,23.76450317404301
92000,28.064988137604587
94000,23.884295431371456
96000,50.50490655613968
98000,47.946253386077146
100000,34.468593120522925
