step,stat/step_time
2000,0.6442184448242188
4000,0.5983800888061523
6000,0.6895151138305664
8000,0.63374924659729
10000,0.6107087135314941
12000,0.5653760433197021
14000,0.632216215133667
16000,0.5779802799224854
18000,0.6478641033172607
20000,0.6310310363769531
22000,0.5753176212310791
24000,0.5922372341156006
26000,0.6026763916015625
28000,0.6163458824157715
30000,0.5571248531341553
32000,0.5365631580352783
34000,0.5211482048034668
36000,0.5415372848510742
38000,0.5480670928955078
40000,0.5923421382904053
42000,0.6941258907318115
44000,0.5624938011169434
46000,0.5271990299224854
48000,0.5739755630493164
50000,0.5537247657775879
52000,0.5275611877441406
54000,0.5596554279327393
56000,0.5921528339385986
58000,0.5290443897247314
60000,0.5950679779052734
62000,0.5812723636627197
64000,0.5330758094787598
66000,0.5588235855102539
68000,0.5964453220367432
70000,0.5223238468170166
72000,0.5583739280700684
74000,0.5476882457733154
76000,0.6922612190246582
78000,0.5715947151184082
80000,0.5945663452148438
82000,0.5300917625427246
84000,0.5489387512207031
86000,0.5490305423736572
88000,0.6073884963989258
90000,0.64453125
92000,0.6732773780822754
94000,0.5586574077606201
96000,0.6726527214050293
98000,0.6920163631439209
100000,0.6190845966339111
