step,stat/step_time
2000,0.6432619094848633
4000,0.660320520401001
6000,0.6355991363525391
8000,0.5956618785858154
10000,0.6155312061309814
12000,0.5443120002746582
14000,0.6206600666046143
16000,0.6775848865509033
18000,0.6036677360534668
20000,0.5856597423553467
22000,0.5785126686096191
24000,0.6091291904449463
26000,0.594139575958252
28000,0.5770087242126465
30000,0.5536813735961914
32000,0.5402874946594238
34000,0.5567305088043213
36000,0.5821208953857422
38000,0.5841209888458252
40000,0.5694985389709473
42000,0.5625736713409424
44000,0.5915346145629883
46000,0.5903520584106445
48000,0.8248586654663086
50000,0.6864786148071289
52000,0.5928189754486084
54000,0.5639402866363525
56000,0.5945956707000732
58000,0.5577785968780518
60000,0.5513324737548828
62000,0.551943302154541
64000,0.5643584728240967
66000,0.5528295040130615
68000,0.5544459819793701
70000,0.5679335594177246
72000,0.4969902038574219
74000,0.5635137557983398
76000,0.5417928695678711
78000,0.5471975803375244
80000,0.5421426296234131
82000,0.5323920249938965
84000,0.5403454303741455
86000,0.562340497970581
88000,0.5605547428131104
90000,0.5103585720062256
92000,0.5427258014678955
94000,0.5388627052307129
96000,0.5168161392211914
98000,0.6065351963043213
100000,0.604729175567627
