step,stat/step_time
2000,0.6433620452880859
4000,0.6391551494598389
6000,0.6674528121948242
8000,0.6506528854370117
10000,0.5847034454345703
12000,0.6003484725952148
14000,0.5789985656738281
16000,0.6159439086914062
18000,0.6131811141967773
20000,0.6251704692840576
22000,0.5603997707366943
24000,0.5968101024627686
26000,0.6152653694152832
28000,0.5662074089050293
30000,0.5691423416137695
32000,0.5473554134368896
34000,0.5275628566741943
36000,0.5472745895385742
38000,0.5272953510284424
40000,0.5859205722808838
42000,0.6077182292938232
44000,0.8458137512207031
46000,0.5577630996704102
48000,0.6146407127380371
50000,0.5998883247375488
52000,0.5447657108306885
54000,0.6458451747894287
56000,0.5956020355224609
58000,0.541029691696167
60000,0.5691075325012207
62000,0.5875248908996582
64000,0.5693886280059814
66000,0.6160073280334473
68000,0.7478621006011963
70000,0.5599112510681152
72000,0.5107498168945312
74000,0.5287020206451416
76000,0.5185837745666504
78000,0.5679147243499756
80000,0.5628054141998291
82000,0.5547583103179932
84000,0.5419712066650391
86000,0.5451745986938477
88000,0.5571246147155762
90000,0.5809557437896729
92000,0.6046981811523438
94000,0.5749428272247314
96000,0.5908529758453369
98000,0.5775163173675537
100000,0.5148129463195801
