step,adv_reward/adv_reward_scaled_mean
10000,15.310853958129883
20000,11.257200241088867
30000,11.333613395690918
40000,12.518306732177734
50000,16.20848274230957
60000,14.964591979980469
70000,16.277286529541016
80000,12.043559074401855
90000,15.367534637451172
100000,14.932465553283691
110000,16.27215003967285
120000,12.881990432739258
130000,13.609797477722168
140000,11.920919418334961
150000,12.174135208129883
160000,15.776326179504395
170000,7.278932094573975
180000,12.606344223022461
190000,17.504928588867188
200000,15.124968528747559
210000,17.83847999572754
220000,17.734832763671875
230000,16.159589767456055
240000,21.10757827758789
250000,14.052519798278809
260000,18.76287078857422
270000,23.459985733032227
280000,17.693326950073242
290000,13.701699256896973
300000,13.98781967163086
310000,16.148027420043945
320000,27.32770538330078
330000,11.647459030151367
340000,13.623632431030273
350000,12.469269752502441
360000,13.692631721496582
370000,17.964420318603516
380000,12.20315170288086
390000,16.509706497192383
400000,12.608739852905273
410000,14.735336303710938
420000,15.769022941589355
430000,17.38800048828125
440000,15.623589515686035
450000,13.758050918579102
460000,41.66460418701172
470000,11.92531681060791
480000,15.079549789428711
490000,14.891854286193848
500000,15.20933723449707
