step,loss/value_loss
2000,472239.57575951255
4000,1724064.088048061
6000,2255139.67781152
8000,366614.4516413497
10000,902191.294944369
12000,1630016.8018008948
14000,174997.25458538157
16000,1100998.5070496865
18000,517991.0711957589
20000,539336.5154533507
22000,814760.22257169
24000,1858254.8787121247
26000,536833.7017194943
28000,199045.8860169432
30000,996010.4133674896
32000,431216.8996334105
34000,499073.1540682517
36000,476564.88480970386
38000,998766.4057294984
40000,961786.0049221093
42000,902017.3909824053
44000,569166.1548009529
46000,1757241.6758090847
48000,1842900.164519721
50000,495847.0701436085
52000,146591.9085082609
54000,538629.8071594632
56000,474228.5406577862
58000,568445.9814955449
60000,302533.0331428031
62000,142079.6009560828
64000,189527.7990468779
66000,140455.74743888792
68000,88430.95788655485
70000,149573.11593468607
72000,394911.9775337275
74000,1410755.718546725
76000,1258815.329403372
78000,1931128.1452792077
80000,1001785.8566931004
82000,2530402.6021558545
84000,2228741.667319401
86000,821704.4945550361
88000,1901330.5551443764
90000,2194862.193303973
92000,307959.60130733455
94000,1372094.7211306044
96000,137682.532365511
98000,68395.98212332749
100000,21992.421248396473
