step,loss/value_loss
10000,480902.3151263007
20000,299352.0219519404
30000,219102.57142841333
40000,263132.3096184158
50000,172315.67710586407
60000,96025.71848189174
70000,157277.1926475779
80000,180310.78891896046
90000,74913.89492030539
100000,99458.88813138491
110000,56820.77645173939
120000,55000.57812127465
130000,19803.254365450983
140000,14136.77425039463
150000,3500.783202038372
160000,7240.947444294341
170000,8514.234734945854
180000,13568.398177662739
190000,13686.705290768252
200000,15598.664533556544
210000,14344.856274024292
220000,6202.510706006287
230000,15179.586591290625
240000,4751.50395859747
250000,7212.639587019604
260000,11090.91050874947
270000,5633.598122524038
280000,12618.053429528767
290000,5772.667901033789
300000,7881.876453141804
310000,7742.194359591221
320000,10883.342707055306
330000,18351.198543189294
340000,9949.425197033412
350000,6045.338153488681
360000,3209.6432744081408
370000,10792.961334858732
380000,6281.399411182401
390000,6253.680190205956
400000,9168.268533782808
410000,2576.997841064383
420000,14688.921883842497
430000,5280.311654332372
440000,9913.282012215484
450000,6331.32368281044
460000,3389.2618004845986
470000,2682.1594266109378
480000,11045.823067538538
490000,11164.00100792211
500000,14698.432528159628
