step,loss/value_loss
10000,469868.3528035533
20000,295026.4046431906
30000,216191.56390494428
40000,258827.46761962693
50000,170390.74764542637
60000,95168.75503657869
70000,155683.93000830628
80000,183826.73800101498
90000,73013.86207329725
100000,100345.04035676914
110000,57699.31742739241
120000,57402.905458309906
130000,11332.807292090829
140000,9233.255101137023
150000,17028.026665913025
160000,7938.659397077712
170000,3030.8329537861487
180000,9269.98391607971
190000,7990.970209007084
200000,13818.578924522715
210000,7286.24885128161
220000,9804.282044834781
230000,18233.77094815558
240000,4708.012035284518
250000,3080.4597261317617
260000,5118.388935047409
270000,3476.4890847606353
280000,4957.7079053661255
290000,4001.7353517925876
300000,7550.696175445468
310000,2997.6606461460624
320000,10216.106456205856
330000,5544.394371118133
340000,3215.8512819774223
350000,7400.206676610173
360000,6621.9780524267
370000,4413.855777015364
380000,5736.890010609935
390000,5076.415257499867
400000,8866.00752249641
410000,4211.768076236754
420000,4800.613500426548
430000,5765.967543201635
440000,8032.0634426858505
450000,11522.859073293945
460000,5972.305775386349
470000,8468.490973572949
480000,6103.466465105187
490000,5681.230291675972
500000,3343.2400851707694
