step,stat/ep_reward
10000,0.4100188247896271
20000,0.4865265509581084
30000,0.3762713320961469
40000,0.45108160991107155
50000,0.29389452206298783
60000,0.49497997137997213
70000,0.4843165255802308
80000,0.3902826990301683
90000,0.4336767263036222
100000,0.3000103732593796
110000,0.4882620875138257
120000,0.39183102977959977
130000,0.40341258330524693
140000,0.38503175107333826
150000,0.4455208401561408
160000,0.3632285998030167
170000,0.3099127657670512
180000,0.38462144538856796
190000,0.3396582358610615
200000,0.45013108018542003
210000,0.23837118008984617
220000,0.45203662221997953
230000,0.4073533826561556
240000,0.30721451532965083
250000,0.3828307229553034
260000,0.38817430878476056
270000,0.28858457652752295
280000,0.4176566223587477
290000,0.29120828101537877
300000,0.2721550205376133
310000,0.3279607278107236
320000,0.47893810051247926
330000,0.38915056048543134
340000,0.3850600492590415
350000,0.41466851801511095
360000,0.39531023809384436
370000,0.27351522632950076
380000,0.3946275199468715
390000,0.5276909499290504
400000,0.4181602486114245
410000,0.3967018543640978
420000,0.3158001493189364
430000,0.3565372015114467
440000,0.4456607489566391
450000,0.38358475414253246
460000,0.4352062726204049
470000,0.3275448001103393
480000,0.3428253972423058
490000,0.3516824993965088
500000,0.56569740232718
