step,stat/step_time
2000,0.5934233665466309
4000,0.5637500286102295
6000,0.5971636772155762
8000,0.5879943370819092
10000,0.7480390071868896
12000,0.6010169982910156
14000,0.5721621513366699
16000,0.5806252956390381
18000,0.6094446182250977
20000,0.5794012546539307
22000,0.5573487281799316
24000,0.5903985500335693
26000,0.6052711009979248
28000,0.5630850791931152
30000,0.5854401588439941
32000,0.5785081386566162
34000,0.560636043548584
36000,0.5878324508666992
38000,0.5684401988983154
40000,0.5554885864257812
42000,0.5823535919189453
44000,0.5622177124023438
46000,0.5773320198059082
48000,0.6125175952911377
50000,0.5635969638824463
52000,0.5491092205047607
54000,0.5814251899719238
56000,0.6041853427886963
58000,0.5539798736572266
60000,0.6037509441375732
62000,0.5626461505889893
64000,0.5749368667602539
66000,0.585381269454956
68000,0.5809307098388672
70000,0.5440239906311035
72000,0.5767018795013428
74000,0.5554687976837158
76000,0.5456995964050293
78000,0.5750679969787598
80000,0.5661900043487549
82000,0.5453078746795654
84000,0.573573112487793
86000,0.57051682472229
88000,0.547234296798706
90000,0.5810496807098389
92000,0.5804975032806396
94000,0.9197862148284912
96000,0.6014988422393799
98000,0.5631530284881592
100000,0.5441908836364746
