step,adv_reward/adv_reward_scaled_mean
10000,15.3108491897583
20000,11.257061958312988
30000,11.333612442016602
40000,12.517815589904785
50000,16.036508560180664
60000,14.964537620544434
70000,16.277238845825195
80000,12.043559074401855
90000,15.367486000061035
100000,14.932465553283691
110000,16.272144317626953
120000,12.881989479064941
130000,11.238997459411621
140000,11.829833984375
150000,74.5472640991211
160000,15.955078125
170000,12.915495872497559
180000,76.77934265136719
190000,14.262481689453125
200000,15.809101104736328
210000,18.392147064208984
220000,17.35219383239746
230000,16.29569435119629
240000,16.82802963256836
250000,12.727469444274902
260000,18.125974655151367
270000,22.69138526916504
280000,12.618863105773926
290000,15.71267318725586
300000,13.835330963134766
310000,15.207863807678223
320000,23.533653259277344
330000,72.216064453125
340000,75.55540466308594
350000,11.509618759155273
360000,11.022597312927246
370000,17.41194725036621
380000,74.18511199951172
390000,16.40686798095703
400000,76.29449462890625
410000,75.78931427001953
420000,14.575797080993652
430000,15.33867073059082
440000,16.566852569580078
450000,14.436393737792969
460000,15.62297534942627
470000,79.59745788574219
480000,12.781593322753906
490000,15.701772689819336
500000,15.205912590026855
