step,loss/value_loss
2000,8.81559431280918
4000,59.41135063271395
6000,34.40979240996972
8000,23.37309969453215
10000,34.393103493785055
12000,25.085096705073468
14000,28.52648043947922
16000,38.327888230052935
18000,9.093362604973091
20000,25.82794720056441
22000,39.126249132466555
24000,15.891641229686826
26000,20.967958146332233
28000,42.901415703003906
30000,14.379239024193335
32000,16.49302996198484
34000,39.90838419251451
36000,7.68339273703175
38000,32.200927438529135
40000,39.317155812747366
42000,2.341354156037299
44000,24.93011776357521
46000,32.62132730997844
48000,3.6895271272256047
50000,34.29542252260597
52000,34.140919462092015
54000,4.31393261337111
56000,109.67098855234295
58000,14.495883170230517
60000,16.562124615960457
62000,30.70453721322226
